,Timestamp,Device Type,Pulse,Temp,Proximity,Ambient Noise,Movement Pattern,Stress Indicator,User Behavior,ZPulse,ZTemp,ZAmbNoise
202,11-11-2023 09:20,Earring,102,99.7,Medium,88,Normal,Yes,Stressed,0.39264462734699584,2.0531550497297135,1.0672651301184926
203,14-11-2023 09:16,Shoe,83,98.3,Low,88,Irregular,No,Active,-0.4612237393226763,-0.6618889378225731,1.0672651301184926
204,13-11-2023 03:49,Shoe,72,99.4,Medium,30,Normal,Yes,Active,-0.9555685831840655,1.4713599095399457,-1.7441336139487507
205,09-11-2023 17:09,Earring,105,98.6,High,86,Irregular,Yes,Active,0.527465948400102,-0.08009379763280527,0.9703203458403117
206,03-11-2023 09:41,Ring,115,98.1,Medium,84,Irregular,Yes,Stressed,0.9768703519104558,-1.0497523646157607,0.8733755615621308
207,17-11-2023 12:25,Earring,106,99.0,High,97,Normal,Yes,Calm,0.5724063887511374,0.6956330559535702,1.503516659370306
208,23-11-2023 01:31,Shoe,68,99.0,Medium,59,Normal,No,Stressed,-1.135330344588207,0.6956330559535702,-0.33843424191512916
209,27-11-2023 15:10,Ring,74,97.7,High,96,Irregular,No,Sedentary,-0.8656877024819947,-1.8254792182021087,1.4550442672312156
210,27-11-2023 14:37,Shoe,71,97.3,Low,37,Normal,No,Stressed,-1.0005090235351008,-2.601206071788484,-1.404826868975118
211,06-11-2023 01:06,Shoe,69,98.3,Medium,69,Normal,No,Active,-1.0903899042371716,-0.6618889378225731,0.14628967947577487
212,09-11-2023 14:06,Shoe,64,98.7,High,81,Normal,No,Calm,-1.3150921059923484,0.11383791576380238,0.7279583851448597
213,17-11-2023 06:10,Shoe,65,99.5,Medium,32,Irregular,Yes,Stressed,-1.270151665641313,1.6652916229365258,-1.64718882967057
214,27-11-2023 01:09,Shoe,69,98.7,Medium,88,Irregular,No,Calm,-1.0903899042371716,0.11383791576380238,1.0672651301184926
215,07-11-2023 03:49,Shoe,96,98.8,Medium,65,Normal,No,Sedentary,0.1230019852407836,0.3077696291603825,-0.04759988908058674
216,28-11-2023 20:09,Ring,93,98.8,High,78,Irregular,No,Calm,-0.01181933581232254,0.3077696291603825,0.5825412087275884
217,28-11-2023 21:38,Shoe,89,98.4,High,58,Irregular,No,Stressed,-0.19158109721646405,-0.46795722442596543,-0.38690663405421954
218,02-11-2023 14:32,Earring,90,98.6,Low,99,Normal,No,Stressed,-0.14664065686542868,-0.08009379763280527,1.600461443648487
219,09-11-2023 22:35,Ring,99,97.9,Medium,70,Irregular,No,Sedentary,0.2578233062938897,-1.437615791408921,0.19476207161486525
220,22-11-2023 03:24,Ring,115,98.3,High,53,Irregular,Yes,Sedentary,0.9768703519104558,-0.6618889378225731,-0.6292685947496716
221,10-11-2023 05:29,Earring,105,98.9,Low,41,Normal,Yes,Active,0.527465948400102,0.5017013425569901,-1.2109373004187562
222,21-11-2023 02:11,Shoe,101,99.0,High,48,Irregular,Yes,Active,0.34770418699596045,0.6956330559535702,-0.8716305554451236
223,21-11-2023 22:18,Earring,96,98.0,Low,68,Irregular,No,Stressed,0.1230019852407836,-1.2436840780123408,0.09781728733668446
224,07-11-2023 09:32,Shoe,80,99.9,Low,48,Normal,Yes,Calm,-0.5960450603757824,2.4410184765229013,-0.8716305554451236
225,12-11-2023 03:19,Earring,93,98.7,Low,79,Irregular,No,Active,-0.01181933581232254,0.11383791576380238,0.6310136008666789
226,04-11-2023 21:58,Shoe,80,98.5,Low,91,Irregular,No,Sedentary,-0.5960450603757824,-0.2740255110293853,1.2126823065357637
227,04-11-2023 08:24,Ring,73,99.1,Medium,94,Irregular,Yes,Active,-0.9106281428330301,0.8895647693501503,1.3580994829530348
228,02-11-2023 09:34,Earring,69,98.7,Low,31,Normal,No,Sedentary,-1.0903899042371716,0.11383791576380238,-1.6956612218096603
229,27-11-2023 23:21,Earring,113,98.7,Low,84,Irregular,Yes,Calm,0.886989471208385,0.11383791576380238,0.8733755615621308
230,22-11-2023 11:51,Earring,168,99.0,Low,34,Irregular,Yes,Active,3.3587136905153305,0.6956330559535702,-1.5502440453923891
231,07-11-2023 01:46,Shoe,76,98.2,Medium,63,Normal,No,Calm,-0.7758068217799239,-0.8558206512191532,-0.14454467335876753
232,25-11-2023 21:36,Ring,80,98.4,Medium,53,Irregular,No,Sedentary,-0.5960450603757824,-0.46795722442596543,-0.6292685947496716
233,14-11-2023 17:27,Shoe,70,98.7,High,72,Irregular,No,Calm,-1.0454494638861362,0.11383791576380238,0.29170685589304607
234,01-11-2023 21:32,Shoe,66,97.8,High,90,Irregular,No,Stressed,-1.2252112252902776,-1.6315475048055286,1.1642099143966733
235,08-11-2023 03:09,Shoe,82,98.6,Medium,46,Normal,No,Calm,-0.5061641796737116,-0.08009379763280527,-0.9685753397233043
236,17-11-2023 07:11,Earring,105,98.8,Medium,75,Irregular,Yes,Sedentary,0.527465948400102,0.3077696291603825,0.43712403231031727
237,25-11-2023 04:31,Shoe,90,99.4,Medium,30,Normal,Yes,Active,-0.14664065686542868,1.4713599095399457,-1.7441336139487507
238,13-11-2023 23:29,Earring,96,98.5,High,96,Normal,No,Calm,0.1230019852407836,-0.2740255110293853,1.4550442672312156
239,24-11-2023 16:43,Shoe,102,98.5,Medium,34,Normal,Yes,Sedentary,0.39264462734699584,-0.2740255110293853,-1.5502440453923891
240,19-11-2023 22:03,Shoe,69,98.7,Medium,43,Normal,No,Stressed,-1.0903899042371716,0.11383791576380238,-1.1139925161405755
241,06-11-2023 06:29,Ring,92,97.6,Low,44,Normal,No,Calm,-0.056759776163357915,-2.0194109315987165,-1.065520124001485
242,12-11-2023 07:25,Ring,68,99.1,Low,64,Normal,Yes,Calm,-1.135330344588207,0.8895647693501503,-0.09607228121967713
243,09-11-2023 06:14,Shoe,108,98.5,Low,79,Normal,Yes,Calm,0.6622872694532081,-0.2740255110293853,0.6310136008666789
244,07-11-2023 10:11,Earring,97,98.5,Medium,76,Irregular,No,Active,0.16794242559181896,-0.2740255110293853,0.48559642444940765
245,09-11-2023 04:43,Earring,165,99.2,Medium,63,Irregular,Yes,Stressed,3.2238923694622246,1.083496482746758,-0.14454467335876753
246,29-11-2023 03:59,Earring,108,98.7,Medium,46,Irregular,Yes,Active,0.6622872694532081,0.11383791576380238,-0.9685753397233043
247,16-11-2023 00:14,Shoe,75,98.2,Low,75,Normal,No,Active,-0.8207472621309593,-0.8558206512191532,0.43712403231031727
248,02-11-2023 19:44,Earring,115,97.8,Low,70,Normal,Yes,Sedentary,0.9768703519104558,-1.6315475048055286,0.19476207161486525
249,24-11-2023 23:33,Earring,117,99.6,Medium,72,Irregular,Yes,Stressed,1.0667512326125266,1.8592233363331059,0.29170685589304607
250,05-11-2023 10:38,Ring,92,98.4,High,37,Irregular,No,Active,-0.056759776163357915,-0.46795722442596543,-1.404826868975118
251,28-11-2023 01:39,Shoe,94,98.7,High,55,Irregular,No,Sedentary,0.03312110453871284,0.11383791576380238,-0.5323238104714907
252,14-11-2023 02:05,Shoe,73,99.5,High,65,Normal,Yes,Calm,-0.9106281428330301,1.6652916229365258,-0.04759988908058674
253,29-11-2023 10:42,Earring,112,98.5,Medium,64,Irregular,Yes,Calm,0.8420490308573496,-0.2740255110293853,-0.09607228121967713
254,16-11-2023 01:04,Ring,66,99.1,Low,69,Irregular,Yes,Stressed,-1.2252112252902776,0.8895647693501503,0.14628967947577487
255,26-11-2023 09:27,Earring,69,98.1,Low,44,Irregular,No,Calm,-1.0903899042371716,-1.0497523646157607,-1.065520124001485
256,13-11-2023 20:37,Earring,70,99.0,Low,39,Normal,No,Sedentary,-1.0454494638861362,0.6956330559535702,-1.3078820846969372
257,27-11-2023 15:46,Shoe,106,98.5,Low,61,Normal,Yes,Sedentary,0.5724063887511374,-0.2740255110293853,-0.24148945763694835
258,23-11-2023 21:47,Earring,115,99.6,Medium,50,Irregular,Yes,Stressed,0.9768703519104558,1.8592233363331059,-0.7746857711669427
259,18-11-2023 01:43,Earring,100,99.1,Medium,79,Normal,Yes,Sedentary,0.3027637466449251,0.8895647693501503,0.6310136008666789
260,11-11-2023 13:32,Earring,63,99.3,Low,89,Irregular,Yes,Stressed,-1.3600325463433838,1.277428196143338,1.115737522257583
261,03-11-2023 11:02,Shoe,106,97.7,High,56,Normal,Yes,Active,0.5724063887511374,-1.8254792182021087,-0.48385141833240036
262,19-11-2023 08:26,Earring,88,98.7,Medium,69,Normal,No,Sedentary,-0.2365215375674994,0.11383791576380238,0.14628967947577487
263,29-11-2023 18:30,Shoe,99,98.5,Low,81,Irregular,No,Calm,0.2578233062938897,-0.2740255110293853,0.7279583851448597
264,22-11-2023 07:41,Earring,107,98.8,High,67,Irregular,Yes,Calm,0.6173468291021728,0.3077696291603825,0.04934489519759406
265,02-11-2023 19:29,Ring,100,99.5,Medium,39,Normal,Yes,Calm,0.3027637466449251,1.6652916229365258,-1.3078820846969372
266,11-11-2023 12:47,Earring,89,99.2,High,98,Irregular,Yes,Active,-0.19158109721646405,1.083496482746758,1.5519890515093964
267,01-11-2023 16:25,Shoe,100,98.9,High,45,Normal,No,Stressed,0.3027637466449251,0.5017013425569901,-1.0170477318623947
268,16-11-2023 11:42,Ring,79,98.3,High,94,Normal,No,Calm,-0.6409855007268178,-0.6618889378225731,1.3580994829530348
269,23-11-2023 03:48,Shoe,110,99.0,Medium,31,Irregular,Yes,Calm,0.7521681501552788,0.6956330559535702,-1.6956612218096603
270,24-11-2023 20:05,Earring,110,98.0,High,73,Normal,Yes,Stressed,0.7521681501552788,-1.2436840780123408,0.34017924803213645
271,27-11-2023 22:19,Shoe,87,99.0,Low,32,Normal,No,Sedentary,-0.2814619779185348,0.6956330559535702,-1.64718882967057
272,25-11-2023 15:25,Ring,121,99.4,High,94,Irregular,Yes,Calm,1.246512994016668,1.4713599095399457,1.3580994829530348
273,23-11-2023 17:35,Ring,61,98.4,Low,33,Normal,No,Active,-1.4499134270454546,-0.46795722442596543,-1.5987164375314795
274,08-11-2023 21:52,Shoe,74,98.7,High,73,Normal,No,Stressed,-0.8656877024819947,0.11383791576380238,0.34017924803213645
275,08-11-2023 20:49,Earring,114,98.0,High,62,Irregular,Yes,Stressed,0.9319299115594204,-1.2436840780123408,-0.19301706549785794
276,29-11-2023 19:54,Earring,90,98.2,High,54,Irregular,No,Active,-0.14664065686542868,-0.8558206512191532,-0.5807962026105812
277,22-11-2023 16:28,Earring,61,97.8,Medium,40,Normal,No,Active,-1.4499134270454546,-1.6315475048055286,-1.2594096925578468
278,23-11-2023 22:26,Earring,178,98.7,High,39,Irregular,Yes,Sedentary,3.8081180940256845,0.11383791576380238,-1.3078820846969372
279,01-11-2023 20:16,Earring,104,99.1,Low,85,Normal,Yes,Active,0.4825255080490666,0.8895647693501503,0.9218479537012213
280,16-11-2023 03:18,Ring,98,97.9,Medium,73,Irregular,No,Sedentary,0.21288286594285435,-1.437615791408921,0.34017924803213645
281,16-11-2023 19:29,Earring,67,98.3,Medium,33,Irregular,No,Sedentary,-1.1802707849392424,-0.6618889378225731,-1.5987164375314795
282,04-11-2023 18:15,Earring,99,98.5,Medium,80,Normal,No,Active,0.2578233062938897,-0.2740255110293853,0.6794859930057693
283,11-11-2023 09:54,Ring,72,97.9,Low,95,Normal,No,Sedentary,-0.9555685831840655,-1.437615791408921,1.4065718750921252
284,04-11-2023 00:39,Shoe,71,98.7,High,45,Irregular,No,Calm,-1.0005090235351008,0.11383791576380238,-1.0170477318623947
285,26-11-2023 12:22,Ring,91,97.9,High,100,Normal,No,Stressed,-0.10170021651439329,-1.437615791408921,1.6489338357875774
286,29-11-2023 02:11,Shoe,96,99.2,High,60,Normal,Yes,Sedentary,0.1230019852407836,1.083496482746758,-0.2899618497760387
287,12-11-2023 11:55,Ring,116,98.6,Medium,44,Normal,Yes,Active,1.0218107922614912,-0.08009379763280527,-1.065520124001485
288,22-11-2023 22:13,Ring,96,98.9,Low,46,Normal,No,Stressed,0.1230019852407836,0.5017013425569901,-0.9685753397233043
289,02-11-2023 14:57,Shoe,134,99.2,Medium,42,Irregular,Yes,Calm,1.8307387185801278,1.083496482746758,-1.1624649082796659
290,08-11-2023 04:35,Shoe,76,99.1,High,68,Normal,Yes,Sedentary,-0.7758068217799239,0.8895647693501503,0.09781728733668446
291,29-11-2023 05:43,Earring,73,97.7,Low,59,Irregular,No,Active,-0.9106281428330301,-1.8254792182021087,-0.33843424191512916
292,13-11-2023 19:26,Ring,93,97.9,Low,91,Irregular,No,Active,-0.01181933581232254,-1.437615791408921,1.2126823065357637
293,08-11-2023 13:00,Earring,95,99.3,High,49,Normal,Yes,Active,0.07806154488974822,1.277428196143338,-0.8231581633060331
294,22-11-2023 02:02,Ring,116,99.2,Low,69,Normal,Yes,Stressed,1.0218107922614912,1.083496482746758,0.14628967947577487
295,28-11-2023 20:18,Shoe,61,98.2,Medium,37,Irregular,No,Sedentary,-1.4499134270454546,-0.8558206512191532,-1.404826868975118
296,13-11-2023 04:26,Ring,109,98.4,Low,62,Normal,Yes,Calm,0.7072277098042434,-0.46795722442596543,-0.19301706549785794
297,17-11-2023 01:05,Earring,85,98.3,High,43,Normal,No,Sedentary,-0.37134285862060556,-0.6618889378225731,-1.1139925161405755
298,28-11-2023 03:28,Ring,103,98.5,Medium,83,Normal,Yes,Calm,0.43758506769803124,-0.2740255110293853,0.8249031694230404
299,08-11-2023 03:47,Earring,80,98.6,Medium,52,Normal,No,Stressed,-0.5960450603757824,-0.08009379763280527,-0.6777409868887619
300,06-11-2023 22:55,Earring,108,98.8,Low,53,Irregular,Yes,Stressed,0.6622872694532081,0.3077696291603825,-0.6292685947496716
301,14-11-2023 15:37,Ring,64,99.2,High,96,Irregular,Yes,Sedentary,-1.3150921059923484,1.083496482746758,1.4550442672312156
302,17-11-2023 08:36,Ring,61,98.5,High,55,Irregular,No,Sedentary,-1.4499134270454546,-0.2740255110293853,-0.5323238104714907
303,17-11-2023 09:58,Shoe,105,98.5,Medium,63,Irregular,Yes,Stressed,0.527465948400102,-0.2740255110293853,-0.14454467335876753
304,29-11-2023 03:02,Shoe,92,98.2,Medium,65,Normal,No,Sedentary,-0.056759776163357915,-0.8558206512191532,-0.04759988908058674
305,17-11-2023 06:05,Earring,115,98.8,Low,84,Irregular,Yes,Stressed,0.9768703519104558,0.3077696291603825,0.8733755615621308
306,17-11-2023 11:05,Earring,82,98.1,Medium,78,Irregular,No,Sedentary,-0.5061641796737116,-1.0497523646157607,0.5825412087275884
307,01-11-2023 04:40,Ring,83,98.3,High,48,Normal,No,Stressed,-0.4612237393226763,-0.6618889378225731,-0.8716305554451236
308,12-11-2023 21:18,Ring,107,98.9,Medium,44,Normal,Yes,Sedentary,0.6173468291021728,0.5017013425569901,-1.065520124001485
309,13-11-2023 18:06,Shoe,85,98.4,High,66,Normal,No,Stressed,-0.37134285862060556,-0.46795722442596543,0.0008725030585036603
310,01-11-2023 22:42,Shoe,62,98.3,High,76,Irregular,No,Sedentary,-1.4049729866944192,-0.6618889378225731,0.48559642444940765
311,09-11-2023 23:48,Ring,77,98.0,Medium,66,Normal,No,Active,-0.7308663814288886,-1.2436840780123408,0.0008725030585036603
312,11-11-2023 01:53,Earring,116,98.4,Low,56,Irregular,Yes,Stressed,1.0218107922614912,-0.46795722442596543,-0.48385141833240036
313,24-11-2023 16:46,Shoe,71,98.5,High,66,Irregular,No,Stressed,-1.0005090235351008,-0.2740255110293853,0.0008725030585036603
314,04-11-2023 04:17,Ring,120,99.7,Low,53,Irregular,Yes,Active,1.2015725536656325,2.0531550497297135,-0.6292685947496716
315,20-11-2023 05:44,Earring,70,98.3,Medium,77,Normal,No,Active,-1.0454494638861362,-0.6618889378225731,0.534068816588498
316,21-11-2023 16:38,Ring,103,98.6,High,37,Normal,Yes,Stressed,0.43758506769803124,-0.08009379763280527,-1.404826868975118
317,12-11-2023 06:55,Earring,69,98.7,High,85,Irregular,No,Active,-1.0903899042371716,0.11383791576380238,0.9218479537012213
318,05-11-2023 18:19,Shoe,110,98.6,Medium,78,Irregular,Yes,Calm,0.7521681501552788,-0.08009379763280527,0.5825412087275884
319,29-11-2023 12:53,Shoe,109,98.5,Medium,52,Normal,Yes,Active,0.7072277098042434,-0.2740255110293853,-0.6777409868887619
320,14-11-2023 06:00,Shoe,119,99.2,High,76,Irregular,Yes,Active,1.1566321133145971,1.083496482746758,0.48559642444940765
321,22-11-2023 21:52,Ring,111,99.2,Low,49,Irregular,Yes,Sedentary,0.7971085905063142,1.083496482746758,-0.8231581633060331
322,01-11-2023 21:28,Ring,94,99.2,Low,47,Normal,Yes,Active,0.03312110453871284,1.083496482746758,-0.920102947584214
323,26-11-2023 00:25,Ring,97,98.7,Low,49,Normal,No,Calm,0.16794242559181896,0.11383791576380238,-0.8231581633060331
324,05-11-2023 02:04,Ring,114,98.7,Low,87,Irregular,Yes,Sedentary,0.9319299115594204,0.11383791576380238,1.018792737979402
325,11-11-2023 00:11,Ring,104,98.7,High,86,Normal,Yes,Stressed,0.4825255080490666,0.11383791576380238,0.9703203458403117
326,04-11-2023 07:51,Ring,116,98.0,Medium,65,Irregular,Yes,Stressed,1.0218107922614912,-1.2436840780123408,-0.04759988908058674
327,04-11-2023 03:21,Shoe,74,99.5,High,48,Normal,Yes,Stressed,-0.8656877024819947,1.6652916229365258,-0.8716305554451236
328,26-11-2023 04:25,Shoe,66,98.2,Low,65,Irregular,No,Calm,-1.2252112252902776,-0.8558206512191532,-0.04759988908058674
329,29-11-2023 03:25,Shoe,89,97.9,Low,64,Irregular,No,Sedentary,-0.19158109721646405,-1.437615791408921,-0.09607228121967713
330,25-11-2023 16:14,Shoe,91,98.9,High,74,Irregular,No,Stressed,-0.10170021651439329,0.5017013425569901,0.3886516401712269
331,17-11-2023 03:58,Ring,82,98.7,Low,78,Irregular,No,Active,-0.5061641796737116,0.11383791576380238,0.5825412087275884
332,03-11-2023 02:19,Earring,72,99.2,Low,75,Normal,Yes,Calm,-0.9555685831840655,1.083496482746758,0.43712403231031727
333,22-11-2023 15:08,Ring,91,98.7,High,77,Normal,No,Sedentary,-0.10170021651439329,0.11383791576380238,0.534068816588498
334,07-11-2023 03:40,Shoe,100,99.8,Low,44,Normal,Yes,Active,0.3027637466449251,2.2470867631262936,-1.065520124001485
335,02-11-2023 18:20,Earring,108,98.0,Low,73,Normal,Yes,Stressed,0.6622872694532081,-1.2436840780123408,0.34017924803213645
336,20-11-2023 17:46,Ring,97,98.6,Medium,61,Normal,No,Sedentary,0.16794242559181896,-0.08009379763280527,-0.24148945763694835
337,13-11-2023 22:23,Ring,101,98.4,Low,57,Normal,Yes,Active,0.34770418699596045,-0.46795722442596543,-0.4353790261933099
338,18-11-2023 09:34,Shoe,77,98.6,Medium,80,Irregular,No,Stressed,-0.7308663814288886,-0.08009379763280527,0.6794859930057693
339,03-11-2023 08:11,Earring,90,98.6,Low,60,Irregular,No,Sedentary,-0.14664065686542868,-0.08009379763280527,-0.2899618497760387
340,18-11-2023 02:08,Ring,118,99.7,Low,53,Irregular,Yes,Calm,1.111691672963562,2.0531550497297135,-0.6292685947496716
341,16-11-2023 11:24,Shoe,89,98.2,High,59,Irregular,No,Calm,-0.19158109721646405,-0.8558206512191532,-0.33843424191512916
342,09-11-2023 09:36,Shoe,137,98.2,Low,80,Normal,Yes,Stressed,1.965560039633234,-0.8558206512191532,0.6794859930057693
343,03-11-2023 01:28,Shoe,80,98.0,High,97,Normal,No,Calm,-0.5960450603757824,-1.2436840780123408,1.503516659370306
344,07-11-2023 04:59,Ring,61,99.4,Low,32,Normal,Yes,Active,-1.4499134270454546,1.4713599095399457,-1.64718882967057
345,12-11-2023 04:20,Shoe,73,97.7,Medium,46,Irregular,No,Stressed,-0.9106281428330301,-1.8254792182021087,-0.9685753397233043
346,09-11-2023 12:34,Ring,113,97.7,Low,59,Normal,Yes,Sedentary,0.886989471208385,-1.8254792182021087,-0.33843424191512916
347,08-11-2023 08:44,Shoe,64,99.1,High,97,Irregular,Yes,Active,-1.3150921059923484,0.8895647693501503,1.503516659370306
348,10-11-2023 06:49,Earring,73,98.3,Medium,96,Normal,No,Active,-0.9106281428330301,-0.6618889378225731,1.4550442672312156
349,14-11-2023 10:26,Shoe,79,98.0,High,59,Normal,No,Calm,-0.6409855007268178,-1.2436840780123408,-0.33843424191512916
350,04-11-2023 13:07,Ring,89,98.8,Low,40,Irregular,No,Calm,-0.19158109721646405,0.3077696291603825,-1.2594096925578468
351,05-11-2023 13:11,Shoe,92,99.3,Medium,89,Normal,Yes,Active,-0.056759776163357915,1.277428196143338,1.115737522257583
352,09-11-2023 17:06,Earring,93,98.4,Low,91,Normal,No,Stressed,-0.01181933581232254,-0.46795722442596543,1.2126823065357637
353,11-11-2023 21:02,Earring,161,98.9,Low,38,Normal,Yes,Stressed,3.044130608058083,0.5017013425569901,-1.3563544768360276
354,09-11-2023 02:16,Shoe,89,98.3,Medium,49,Irregular,No,Active,-0.19158109721646405,-0.6618889378225731,-0.8231581633060331
355,03-11-2023 13:20,Earring,96,98.5,Medium,40,Irregular,No,Calm,0.1230019852407836,-0.2740255110293853,-1.2594096925578468
356,07-11-2023 02:53,Shoe,114,99.5,High,30,Irregular,Yes,Calm,0.9319299115594204,1.6652916229365258,-1.7441336139487507
357,09-11-2023 22:32,Shoe,74,98.0,Low,69,Irregular,No,Calm,-0.8656877024819947,-1.2436840780123408,0.14628967947577487
358,15-11-2023 07:41,Earring,91,99.1,Medium,97,Irregular,Yes,Active,-0.10170021651439329,0.8895647693501503,1.503516659370306
359,07-11-2023 01:17,Earring,78,99.0,High,58,Normal,No,Active,-0.6859259410778532,0.6956330559535702,-0.38690663405421954
360,10-11-2023 08:29,Ring,77,97.9,High,89,Irregular,No,Active,-0.7308663814288886,-1.437615791408921,1.115737522257583
361,04-11-2023 21:52,Ring,90,98.3,High,66,Irregular,No,Stressed,-0.14664065686542868,-0.6618889378225731,0.0008725030585036603
362,07-11-2023 07:39,Shoe,71,99.0,Medium,90,Normal,No,Calm,-1.0005090235351008,0.6956330559535702,1.1642099143966733
363,02-11-2023 12:18,Earring,92,98.8,Low,39,Normal,No,Sedentary,-0.056759776163357915,0.3077696291603825,-1.3078820846969372
364,13-11-2023 16:18,Earring,105,98.7,High,84,Irregular,Yes,Calm,0.527465948400102,0.11383791576380238,0.8733755615621308
365,08-11-2023 02:28,Shoe,81,99.2,High,66,Normal,Yes,Stressed,-0.551104620024747,1.083496482746758,0.0008725030585036603
366,28-11-2023 06:49,Earring,65,98.1,Medium,88,Normal,No,Calm,-1.270151665641313,-1.0497523646157607,1.0672651301184926
367,20-11-2023 07:34,Ring,105,99.3,High,31,Irregular,Yes,Active,0.527465948400102,1.277428196143338,-1.6956612218096603
368,12-11-2023 04:29,Shoe,60,98.8,Low,64,Irregular,No,Calm,-1.49485386739649,0.3077696291603825,-0.09607228121967713
369,20-11-2023 03:29,Earring,71,98.0,Medium,93,Normal,No,Sedentary,-1.0005090235351008,-1.2436840780123408,1.3096270908139445
370,24-11-2023 08:27,Earring,102,99.2,Medium,65,Normal,Yes,Calm,0.39264462734699584,1.083496482746758,-0.04759988908058674
371,05-11-2023 02:59,Earring,106,98.7,High,61,Irregular,Yes,Sedentary,0.5724063887511374,0.11383791576380238,-0.24148945763694835
372,07-11-2023 00:02,Earring,89,98.1,High,31,Normal,No,Stressed,-0.19158109721646405,-1.0497523646157607,-1.6956612218096603
373,18-11-2023 13:26,Earring,74,98.3,High,34,Normal,No,Stressed,-0.8656877024819947,-0.6618889378225731,-1.5502440453923891
374,05-11-2023 06:28,Earring,87,97.8,Low,67,Normal,No,Calm,-0.2814619779185348,-1.6315475048055286,0.04934489519759406
375,08-11-2023 10:36,Shoe,87,98.4,Medium,58,Normal,No,Active,-0.2814619779185348,-0.46795722442596543,-0.38690663405421954
376,28-11-2023 08:38,Shoe,118,98.8,Medium,35,Normal,Yes,Active,1.111691672963562,0.3077696291603825,-1.5017716532532988
377,09-11-2023 05:07,Earring,96,97.9,Low,33,Irregular,No,Stressed,0.1230019852407836,-1.437615791408921,-1.5987164375314795
378,06-11-2023 16:01,Earring,92,98.3,Medium,67,Normal,No,Stressed,-0.056759776163357915,-0.6618889378225731,0.04934489519759406
379,04-11-2023 08:26,Earring,110,98.6,Medium,80,Irregular,Yes,Active,0.7521681501552788,-0.08009379763280527,0.6794859930057693
380,03-11-2023 07:23,Earring,70,98.6,Low,79,Normal,No,Sedentary,-1.0454494638861362,-0.08009379763280527,0.6310136008666789
381,10-11-2023 01:27,Shoe,95,99.0,Medium,58,Normal,No,Active,0.07806154488974822,0.6956330559535702,-0.38690663405421954
382,25-11-2023 12:24,Earring,118,98.6,Medium,88,Irregular,Yes,Stressed,1.111691672963562,-0.08009379763280527,1.0672651301184926
383,01-11-2023 04:55,Earring,73,98.2,High,99,Normal,No,Calm,-0.9106281428330301,-0.8558206512191532,1.600461443648487
384,03-11-2023 00:31,Ring,66,99.4,High,32,Normal,Yes,Active,-1.2252112252902776,1.4713599095399457,-1.64718882967057
385,09-11-2023 13:14,Ring,112,98.4,High,63,Normal,Yes,Stressed,0.8420490308573496,-0.46795722442596543,-0.14454467335876753
386,18-11-2023 11:42,Ring,92,98.5,High,50,Normal,No,Active,-0.056759776163357915,-0.2740255110293853,-0.7746857711669427
387,03-11-2023 10:28,Ring,122,98.0,Low,94,Normal,Yes,Calm,1.2914534343677033,-1.2436840780123408,1.3580994829530348
388,03-11-2023 19:22,Ring,72,98.2,Low,100,Irregular,No,Sedentary,-0.9555685831840655,-0.8558206512191532,1.6489338357875774
389,27-11-2023 14:21,Ring,85,98.0,High,34,Irregular,No,Sedentary,-0.37134285862060556,-1.2436840780123408,-1.5502440453923891
390,09-11-2023 21:21,Shoe,73,98.0,Medium,38,Irregular,No,Sedentary,-0.9106281428330301,-1.2436840780123408,-1.3563544768360276
391,26-11-2023 18:29,Shoe,98,99.1,High,62,Normal,Yes,Sedentary,0.21288286594285435,0.8895647693501503,-0.19301706549785794
392,15-11-2023 04:49,Earring,74,98.8,Medium,45,Normal,No,Calm,-0.8656877024819947,0.3077696291603825,-1.0170477318623947
393,02-11-2023 13:13,Earring,61,98.6,Medium,91,Normal,No,Active,-1.4499134270454546,-0.08009379763280527,1.2126823065357637
394,17-11-2023 11:27,Earring,94,98.9,Medium,79,Normal,No,Sedentary,0.03312110453871284,0.5017013425569901,0.6310136008666789
395,28-11-2023 21:11,Shoe,91,98.8,Medium,85,Normal,No,Calm,-0.10170021651439329,0.3077696291603825,0.9218479537012213
396,25-11-2023 17:49,Ring,75,98.1,Medium,85,Irregular,No,Sedentary,-0.8207472621309593,-1.0497523646157607,0.9218479537012213
397,11-11-2023 21:39,Earring,83,98.3,High,32,Irregular,No,Active,-0.4612237393226763,-0.6618889378225731,-1.64718882967057
398,19-11-2023 04:04,Ring,101,98.2,Low,57,Irregular,Yes,Stressed,0.34770418699596045,-0.8558206512191532,-0.4353790261933099
399,01-11-2023 16:31,Earring,64,98.6,High,51,Normal,No,Stressed,-1.3150921059923484,-0.08009379763280527,-0.7262133790278523
400,21-11-2023 02:15,Earring,63,98.9,Medium,99,Irregular,No,Stressed,-1.3600325463433838,0.5017013425569901,1.600461443648487
401,01-11-2023 11:01,Earring,118,97.8,Medium,68,Normal,Yes,Stressed,1.111691672963562,-1.6315475048055286,0.09781728733668446
402,19-11-2023 17:25,Earring,85,99.7,Low,45,Irregular,Yes,Stressed,-0.37134285862060556,2.0531550497297135,-1.0170477318623947
403,03-11-2023 20:37,Earring,117,99.3,Medium,84,Irregular,Yes,Calm,1.0667512326125266,1.277428196143338,0.8733755615621308
404,01-11-2023 22:09,Ring,115,98.4,Low,84,Irregular,Yes,Active,0.9768703519104558,-0.46795722442596543,0.8733755615621308
